Symbol,Strike,Last Price,Bid,Ask,Change,% Change,Volume,Open Interest,Implied Volatility,Ratio
MDLZ,80.0,2.55,2.0,2.25,0.0,-,2,3,23.63%,3.1875
MMM,101.0,1.21,1.07,1.2,0.64,+112.28%,96,230,26.03%,1.198019801980198
MMM,102.0,1.95,1.56,1.79,1.0,+105.26%,88,269,25.64%,1.9117647058823528
MMM,103.0,2.53,2.24,2.51,1.08,+74.48%,20,314,25.10%,2.4563106796116503
MMM,104.0,3.35,3.15,3.35,1.18,+54.38%,10,169,24.90%,3.2211538461538467
MMM,105.0,4.5,4.1,4.3,1.57,+53.58%,5,221,27.25%,4.285714285714286
MS,85.0,1.12,1.19,1.25,-0.08,-6.67%,115,891,25.44%,1.3176470588235294
MS,86.0,1.75,1.83,1.92,-0.19,-9.79%,4,646,24.56%,2.0348837209302326
MS,87.0,2.34,2.55,2.84,0.19,+8.84%,20,581,28.91%,2.6896551724137927
MS,88.0,3.35,3.4,3.85,-0.17,-4.83%,18,1322,36.23%,3.806818181818182
MS,89.0,4.5,4.4,4.8,0.0,-,3,149,39.75%,5.056179775280898
NTAP,64.0,0.7,0.65,0.75,-1.14,-61.96%,4,1250,23.15%,1.09375
NTAP,65.0,1.35,0.8,1.5,0.0,-,5,6,26.27%,2.076923076923077
PYPL,66.0,0.96,0.95,0.98,0.76,+380.00%,15994,3336,33.84%,1.4545454545454546
PYPL,67.0,1.57,1.51,1.59,1.3,+481.48%,16428,3027,33.99%,2.343283582089553
PYPL,68.0,2.37,2.27,2.37,2.0,+540.54%,7993,5887,35.35%,3.485294117647059
PYPL,69.0,3.12,3.15,3.25,2.58,+477.78%,2863,3859,37.31%,4.521739130434783
PYPL,70.0,4.14,4.1,4.2,3.38,+444.74%,4433,5511,41.02%,5.914285714285714
SCHW,48.0,0.95,0.91,0.97,-0.29,-23.39%,762,2158,46.88%,1.9791666666666663
SCHW,48.5,1.24,1.2,1.28,-0.32,-20.51%,62,2642,48.44%,2.556701030927835
SCHW,49.0,1.47,1.52,1.64,-0.45,-23.44%,409,1624,50.59%,3.0
SCHW,49.5,2.08,1.9,2.03,-0.1,-4.59%,23,1239,52.83%,4.202020202020202
SCHW,50.0,2.43,2.36,2.51,-0.32,-11.64%,165,1820,54.49%,4.86
SPGI,360.0,4.8,5.3,6.2,0.4,+9.09%,1,2,22.17%,1.3333333333333333
TSCO,242.5,3.6,2.15,2.55,0.29,+8.76%,1,54,21.09%,1.4845360824742269
TSCO,245.0,5.27,2.55,6.3,0.0,-,1,21,43.92%,2.151020408163265
TSCO,247.5,6.5,4.5,6.2,0.0,-,1,1,21.41%,2.6262626262626263
TSCO,250.0,10.0,7.3,10.2,0.0,-,1,1,48.71%,4.0
TSCO,252.5,13.66,8.8,12.4,0.0,-,-,1,52.00%,5.40990099009901
VLO,109.0,1.47,1.79,1.94,-1.11,-43.02%,40,464,35.74%,1.348623853211009
VLO,110.0,2.0,2.35,2.57,-1.22,-37.89%,10,160,36.13%,1.818181818181818
VLO,111.0,3.95,3.0,3.25,0.9,+29.51%,1,120,35.60%,3.558558558558559
VLO,112.0,3.9,3.8,4.15,-0.85,-17.89%,21,35,39.26%,3.482142857142857
VLO,113.0,4.47,4.6,5.05,0.0,-,1,75,41.99%,3.95575221238938
WBA,31.5,0.34,0.34,0.38,0.02,+6.25%,147,328,26.56%,1.0793650793650795
WBA,32.0,0.67,0.64,0.69,0.1,+17.54%,331,992,25.59%,2.09375
WBA,32.5,1.23,1.06,1.12,0.26,+26.80%,1,398,27.93%,3.784615384615385
WBA,33.0,1.73,1.53,1.64,0.34,+24.46%,5,914,39.65%,5.242424242424242
WBA,33.5,2.07,2.02,2.13,0.17,+8.95%,17,103,46.29%,6.17910447761194
ABT,111.0,0.83,1.11,1.24,0.07,+9.21%,31,387,17.53%,0.7477477477477478
ABT,112.0,2.36,1.82,1.96,0.94,+66.20%,5,114,17.19%,2.107142857142857
ABT,113.0,2.19,2.7,2.93,0.0,-,2,185,21.73%,1.9380530973451329
ABT,114.0,3.55,3.6,3.95,0.0,-,4,0,27.69%,3.1140350877192984
ABT,115.0,2.6,4.55,5.1,0.0,-,2,2,38.67%,2.260869565217392
BAX,44.0,1.3,1.0,1.15,1.01,+348.28%,60,296,31.74%,2.9545454545454546
BAX,44.5,0.25,0.1,2.6,0.0,-,1,2,98.54%,0.5617977528089888
BAX,45.0,1.95,1.75,2.15,1.65,+550.00%,44,77,47.56%,4.333333333333334
BAX,46.0,2.9,2.65,3.4,2.14,+281.58%,114,167,81.35%,6.304347826086956
BAX,47.0,4.3,3.3,4.6,2.35,+120.51%,4,61,110.55%,9.148936170212766
BKNG,2635.0,22.5,25.3,27.0,-21.1,-48.39%,2,8,24.50%,0.8538899430740038
BKNG,2640.0,39.6,26.9,31.6,9.6,+32.00%,45,10,26.32%,1.5000000000000002
BKNG,2645.0,79.4,29.4,34.6,0.0,-,-,1,26.56%,3.001890359168242
BKNG,2650.0,47.31,31.9,41.0,9.81,+26.16%,113,19,29.82%,1.7852830188679245
BKNG,2655.0,40.4,35.3,40.9,0.0,-,1,6,26.96%,1.5216572504708097
C,47.0,0.73,0.75,0.78,-0.25,-25.51%,428,2901,25.78%,1.5531914893617025
C,47.5,0.97,1.08,1.15,-0.35,-26.52%,8,265,26.47%,2.042105263157895
C,48.0,2.11,1.47,1.57,0.39,+22.67%,11,670,26.95%,4.395833333333333
C,48.5,2.35,1.91,2.07,0.25,+11.90%,2,144,33.01%,4.845360824742269
C,49.0,2.37,2.38,2.55,-0.2,-7.78%,21,292,36.13%,4.836734693877552
CI,265.0,3.06,3.4,3.7,0.71,+30.21%,20,45,22.12%,1.1547169811320754
CI,267.5,4.1,5.1,6.6,0.45,+12.33%,73,4,34.22%,1.5327102803738315
CI,270.0,4.6,5.8,9.2,-3.3,-41.77%,28,1,42.70%,1.7037037037037035
CI,272.5,12.9,8.0,10.8,0.0,-,5,5,38.60%,4.73394495412844
CI,275.0,13.35,10.2,13.6,0.0,-,1,1,48.58%,4.854545454545455
CNC,68.0,0.6,0.8,1.0,0.0,-,107,110,28.13%,0.8823529411764706
CNC,69.0,1.1,1.15,1.75,0.0,-,1,11,31.45%,1.5942028985507248
CNC,70.0,1.7,1.7,3.8,0.0,-,2,290,84.47%,2.4285714285714284
CNC,73.0,5.9,3.2,7.6,0.0,-,1,10,149.95%,8.082191780821917
CRM,202.5,2.82,2.74,2.97,-3.08,-52.20%,495,22,26.69%,1.3925925925925924
CRM,205.0,3.7,4.4,4.65,-4.01,-52.01%,169,12,26.42%,1.804878048780488
CRM,207.5,5.95,6.35,6.85,-4.8,-44.65%,22,8,29.61%,2.8674698795180724
CRM,210.0,8.23,8.5,9.35,-10.38,-55.78%,13,9,36.82%,3.9190476190476193
CRM,212.5,9.95,10.95,11.7,-4.95,-33.22%,4,0,39.80%,4.68235294117647
CVX,160.0,1.75,1.82,1.96,-0.08,-4.37%,204,2812,22.19%,1.09375
CVX,162.5,3.55,3.5,3.75,0.18,+5.34%,6,523,22.17%,2.1846153846153844
CVX,165.0,5.85,5.75,6.0,0.4,+7.34%,98,823,23.34%,3.5454545454545454
CVX,167.5,8.6,8.25,8.65,1.41,+19.61%,1,71,36.91%,5.134328358208955
CVX,170.0,10.19,10.7,11.05,0.0,-,1,122,40.14%,5.994117647058824
DHR,237.5,3.76,3.3,3.7,2.01,+114.86%,62,52,23.78%,1.583157894736842
DHR,240.0,4.2,5.0,6.8,1.38,+48.94%,2,116,39.45%,1.7500000000000002
DHR,242.5,7.29,6.1,7.8,2.99,+69.53%,1,60,26.73%,3.0061855670103093
DHR,245.0,9.58,9.2,11.1,3.28,+52.06%,10,141,45.90%,3.910204081632653
DHR,247.5,8.78,10.3,14.0,0.0,-,1,11,58.40%,3.5474747474747472
EQT,32.5,0.43,0.62,0.68,-0.37,-46.25%,34,183,43.26%,1.323076923076923
EQT,33.0,0.92,0.93,1.0,-0.12,-11.54%,26,111,43.95%,2.787878787878788
EQT,33.5,1.74,1.27,1.37,0.0,-,4,43,44.14%,5.1940298507462686
EQT,34.0,1.44,1.7,1.87,0.0,-,1,94,54.10%,4.235294117647059
EQT,34.5,2.52,2.03,2.3,0.0,-,3,528,54.49%,7.304347826086957
EXPE,94.0,1.56,1.78,1.85,-0.82,-34.45%,51,159,37.11%,1.6595744680851066
EXPE,95.0,2.1,2.4,2.49,-1.2,-36.36%,330,400,37.11%,2.210526315789474
EXPE,96.0,2.56,3.1,3.25,-1.24,-32.63%,5,91,37.89%,2.666666666666667
EXPE,97.0,2.67,3.9,4.1,-1.56,-36.88%,90,119,39.55%,2.752577319587629
EXPE,98.0,5.28,4.8,5.0,0.0,-,2,5,41.41%,5.387755102040816
GM,33.5,0.56,0.56,0.58,0.08,+16.67%,993,727,33.11%,1.6716417910447765
GM,34.0,0.84,0.86,0.91,0.15,+21.74%,12,473,33.01%,2.4705882352941173
GM,34.5,1.24,1.26,1.35,0.2,+19.23%,6,101,37.50%,3.5942028985507246
GM,35.0,1.76,1.72,1.83,0.32,+22.22%,29,178,44.14%,5.0285714285714285
GM,35.5,2.05,2.19,2.31,0.0,-,1,10,49.41%,5.774647887323943
KLAC,377.5,5.25,5.7,7.0,1.52,+40.75%,5,22,38.70%,1.390728476821192
KLAC,380.0,6.25,7.3,8.4,1.33,+27.03%,8,33,38.27%,1.644736842105263
KLAC,382.5,6.9,9.0,10.1,0.58,+9.18%,4,46,38.81%,1.803921568627451
KLAC,385.0,8.4,10.2,12.4,1.1,+15.07%,7,8,42.80%,2.181818181818182
KLAC,387.5,8.0,12.7,14.3,0.0,-,13,40,43.24%,2.064516129032258
LVS,63.0,1.14,1.12,1.21,-0.16,-12.31%,44,243,32.81%,1.809523809523809
LVS,64.0,1.85,1.75,1.95,-0.2,-9.76%,112,664,34.57%,2.890625
LVS,65.0,2.95,2.57,2.78,0.0,-,4,333,34.86%,4.538461538461538
LVS,66.0,4.7,3.35,3.75,0.0,-,212,78,41.02%,7.121212121212121
LVS,67.0,5.2,4.35,4.9,-0.11,-2.07%,1,0,60.94%,7.761194029850746
MRNA,134.0,2.3,1.98,2.1,-1.3,-36.11%,39,179,35.45%,1.7164179104477613
MRNA,135.0,3.1,2.53,2.66,-1.35,-30.34%,315,316,35.35%,2.2962962962962963
MRNA,136.0,4.4,3.15,3.3,-0.72,-14.06%,24,98,35.30%,3.2352941176470598
MRNA,137.0,3.95,3.85,4.05,-1.97,-33.28%,7,247,36.11%,2.883211678832117
MRNA,138.0,4.94,4.6,4.95,-1.89,-27.67%,6,120,39.21%,3.5797101449275366
NCLH,14.5,0.51,0.5,0.53,0.05,+10.87%,30,933,49.22%,3.517241379310345
NCLH,15.0,0.9,0.9,0.95,0.12,+15.38%,3,154,54.69%,6.000000000000001
NCLH,15.5,1.31,1.34,1.47,0.0,-,1,9,53.13%,8.451612903225806
NCLH,16.0,1.98,1.84,1.92,-0.19,-8.76%,7,29,76.56%,12.375
NCLH,17.0,3.2,2.83,2.99,0.0,-,-,4,96.88%,18.823529411764707
NXPI,167.5,3.7,3.3,3.6,1.75,+89.74%,18,61,31.49%,2.208955223880597
NXPI,170.0,6.45,5.1,5.8,2.75,+74.32%,1,31,37.94%,3.794117647058824
NXPI,172.5,6.37,7.2,8.2,0.0,-,3,32,45.80%,3.692753623188406
NXPI,175.0,8.05,9.5,10.6,0.0,-,6,20,52.44%,4.6000000000000005
NXPI,177.5,7.8,11.8,13.2,0.0,-,1,0,63.38%,4.394366197183099
OXY,59.0,1.1,1.05,1.1,-0.01,-0.90%,1142,3622,43.85%,1.864406779661017
OXY,60.0,1.7,1.63,1.7,0.04,+2.41%,867,3297,44.43%,2.833333333333333
OXY,61.0,2.38,2.31,2.44,0.05,+2.15%,299,998,45.61%,3.901639344262295
OXY,62.0,3.09,3.15,3.3,-0.06,-1.90%,24,987,48.44%,4.983870967741935
OXY,62.5,3.35,3.6,3.75,-0.15,-4.29%,20,502,49.81%,5.36
SO,75.0,1.31,0.95,1.15,0.21,+19.09%,1,56,31.59%,1.7466666666666668
SO,76.0,2.4,1.8,2.1,0.7,+41.18%,2,2,42.77%,3.1578947368421053
SWKS,100.0,1.6,1.5,1.7,0.43,+36.75%,3175,428,38.57%,1.6
SWKS,101.0,2.0,2.1,2.3,0.5,+33.33%,80,75,39.16%,1.98019801980198
SWKS,102.0,2.35,2.7,3.0,0.55,+30.56%,1197,167,40.14%,2.3039215686274512
SWKS,103.0,3.47,3.5,3.9,1.22,+54.22%,168,75,44.92%,3.3689320388349517
SWKS,104.0,4.7,4.3,4.6,2.05,+77.36%,542,64,41.90%,4.519230769230769
TROW,106.0,1.8,1.55,1.8,0.3,+20.00%,8,27,30.37%,1.69811320754717
TROW,107.0,2.4,2.1,2.45,0.45,+23.08%,4,26,30.08%,2.2429906542056077
TROW,108.0,3.12,2.5,3.2,1.04,+50.00%,1,19,29.69%,2.8888888888888893
TROW,109.0,2.67,3.2,4.2,0.0,-,1,4,35.74%,2.449541284403669
TROW,110.0,3.93,4.2,5.5,0.0,-,1,6,51.66%,3.5727272727272728
UAL,46.5,0.76,0.7,0.75,-0.7,-47.95%,202,12,34.96%,1.6344086021505375
UAL,47.0,0.95,0.99,1.03,-0.47,-33.10%,8,12,33.89%,2.0212765957446805
UAL,47.5,1.33,1.31,1.4,-3.56,-72.80%,6,3,34.96%,2.8000000000000003
UAL,48.0,1.7,1.71,1.84,-1.1,-39.29%,14,16,38.18%,3.5416666666666665
UAL,49.0,2.77,2.6,2.73,-3.88,-58.35%,2,1,40.43%,5.653061224489796
VFC,22.5,0.75,0.6,0.7,0.15,+25.00%,1,45,44.14%,3.333333333333333
VFC,23.0,1.09,0.95,1.1,-0.11,-9.17%,2,100,46.48%,4.739130434782609
VFC,23.5,2.23,1.4,1.55,0.0,-,1,3,50.00%,9.48936170212766
VFC,24.0,2.05,1.9,2.05,0.0,-,4,18,60.94%,8.541666666666666
VFC,25.0,2.97,2.75,3.2,0.0,-,1,1,114.84%,11.88
WMB,30.0,0.55,0.55,0.65,0.0,-,8,275,24.02%,1.8333333333333333
WMB,31.0,0.8,1.3,1.8,0.0,-,2,0,63.09%,2.5806451612903225
